,ID,Naames,Links,Parent
470,C02,Malignant neoplasm of other and unspecified parts of tongue ,http://www.icd10data.com//ICD10CM/Codes/C00-D49/C00-C14/C02-,C00-C14
471,C03,Malignant neoplasm of gum ,http://www.icd10data.com//ICD10CM/Codes/C00-D49/C00-C14/C03-,C00-C14
472,C04,Malignant neoplasm of floor of mouth ,http://www.icd10data.com//ICD10CM/Codes/C00-D49/C00-C14/C04-,C00-C14
473,C05,Malignant neoplasm of palate ,http://www.icd10data.com//ICD10CM/Codes/C00-D49/C00-C14/C05-,C00-C14
474,C06,Malignant neoplasm of other and unspecified parts of mouth ,http://www.icd10data.com//ICD10CM/Codes/C00-D49/C00-C14/C06-,C00-C14
475,C07,Malignant neoplasm of parotid gland ,http://www.icd10data.com//ICD10CM/Codes/C00-D49/C00-C14/C07-,C00-C14
476,C08,Malignant neoplasm of other and unspecified major salivary glands ,http://www.icd10data.com//ICD10CM/Codes/C00-D49/C00-C14/C08-,C00-C14
477,C09,Malignant neoplasm of tonsil ,http://www.icd10data.com//ICD10CM/Codes/C00-D49/C00-C14/C09-,C00-C14
478,C10,Malignant neoplasm of oropharynx ,http://www.icd10data.com//ICD10CM/Codes/C00-D49/C00-C14/C10-,C00-C14
479,C11,Malignant neoplasm of nasopharynx ,http://www.icd10data.com//ICD10CM/Codes/C00-D49/C00-C14/C11-,C00-C14
480,C12,Malignant neoplasm of pyriform sinus ,http://www.icd10data.com//ICD10CM/Codes/C00-D49/C00-C14/C12-,C00-C14
481,C13,Malignant neoplasm of hypopharynx ,http://www.icd10data.com//ICD10CM/Codes/C00-D49/C00-C14/C13-,C00-C14
482,C14,"Malignant neoplasm of other and ill-defined sites in the lip, oral cavity and pharynx ",http://www.icd10data.com//ICD10CM/Codes/C00-D49/C00-C14/C14-,C00-C14
483,C15,Malignant neoplasm of esophagus ,http://www.icd10data.com//ICD10CM/Codes/C00-D49/C15-C26/C15-,C15-C26
484,C16,Malignant neoplasm of stomach ,http://www.icd10data.com//ICD10CM/Codes/C00-D49/C15-C26/C16-,C15-C26
485,C17,Malignant neoplasm of small intestine ,http://www.icd10data.com//ICD10CM/Codes/C00-D49/C15-C26/C17-,C15-C26
486,C18,Malignant neoplasm of colon ,http://www.icd10data.com//ICD10CM/Codes/C00-D49/C15-C26/C18-,C15-C26
487,C19,Malignant neoplasm of rectosigmoid junction ,http://www.icd10data.com//ICD10CM/Codes/C00-D49/C15-C26/C19-,C15-C26
488,C20,Malignant neoplasm of rectum ,http://www.icd10data.com//ICD10CM/Codes/C00-D49/C15-C26/C20-,C15-C26
489,C21,Malignant neoplasm of anus and anal canal ,http://www.icd10data.com//ICD10CM/Codes/C00-D49/C15-C26/C21-,C15-C26
490,C22,Malignant neoplasm of liver and intrahepatic bile ducts ,http://www.icd10data.com//ICD10CM/Codes/C00-D49/C15-C26/C22-,C15-C26
491,C23,Malignant neoplasm of gallbladder ,http://www.icd10data.com//ICD10CM/Codes/C00-D49/C15-C26/C23-,C15-C26
492,C24,Malignant neoplasm of other and unspecified parts of biliary tract ,http://www.icd10data.com//ICD10CM/Codes/C00-D49/C15-C26/C24-,C15-C26
493,C25,Malignant neoplasm of pancreas ,http://www.icd10data.com//ICD10CM/Codes/C00-D49/C15-C26/C25-,C15-C26
494,C26,Malignant neoplasm of other and ill-defined digestive organs ,http://www.icd10data.com//ICD10CM/Codes/C00-D49/C15-C26/C26-,C15-C26
495,C30,Malignant neoplasm of nasal cavity and middle ear ,http://www.icd10data.com//ICD10CM/Codes/C00-D49/C30-C39/C30-,C30-C39
496,C31,Malignant neoplasm of accessory sinuses ,http://www.icd10data.com//ICD10CM/Codes/C00-D49/C30-C39/C31-,C30-C39
497,C32,Malignant neoplasm of larynx ,http://www.icd10data.com//ICD10CM/Codes/C00-D49/C30-C39/C32-,C30-C39
498,C33,Malignant neoplasm of trachea ,http://www.icd10data.com//ICD10CM/Codes/C00-D49/C30-C39/C33-,C30-C39
499,C34,Malignant neoplasm of bronchus and lung ,http://www.icd10data.com//ICD10CM/Codes/C00-D49/C30-C39/C34-,C30-C39
500,C37,Malignant neoplasm of thymus ,http://www.icd10data.com//ICD10CM/Codes/C00-D49/C30-C39/C37-,C30-C39
501,C38,"Malignant neoplasm of heart, mediastinum and pleura ",http://www.icd10data.com//ICD10CM/Codes/C00-D49/C30-C39/C38-,C30-C39
502,C39,Malignant neoplasm of other and ill-defined sites in the respiratory system and intrathoracic organs ,http://www.icd10data.com//ICD10CM/Codes/C00-D49/C30-C39/C39-,C30-C39
503,C40,Malignant neoplasm of bone and articular cartilage of limbs ,http://www.icd10data.com//ICD10CM/Codes/C00-D49/C40-C41/C40-,C40-C41
504,C41,Malignant neoplasm of bone and articular cartilage of other and unspecified sites ,http://www.icd10data.com//ICD10CM/Codes/C00-D49/C40-C41/C41-,C40-C41
505,C43,Malignant melanoma of skin ,http://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C43-,C43-C44
506,C4A,Merkel cell carcinoma ,http://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C4A-,C43-C44
507,C44,Other and unspecified malignant neoplasm of skin ,http://www.icd10data.com//ICD10CM/Codes/C00-D49/C43-C44/C44-,C43-C44
508,C45,Mesothelioma ,http://www.icd10data.com//ICD10CM/Codes/C00-D49/C45-C49/C45-,C45-C49
509,C46,Kaposi's sarcoma ,http://www.icd10data.com//ICD10CM/Codes/C00-D49/C45-C49/C46-,C45-C49
510,C47,Malignant neoplasm of peripheral nerves and autonomic nervous system ,http://www.icd10data.com//ICD10CM/Codes/C00-D49/C45-C49/C47-,C45-C49
511,C48,Malignant neoplasm of retroperitoneum and peritoneum ,http://www.icd10data.com//ICD10CM/Codes/C00-D49/C45-C49/C48-,C45-C49
512,C49,Malignant neoplasm of other connective and soft tissue ,http://www.icd10data.com//ICD10CM/Codes/C00-D49/C45-C49/C49-,C45-C49
513,C50,Malignant neoplasm of breast ,http://www.icd10data.com//ICD10CM/Codes/C00-D49/C50-C50/C50-,C50-C50
514,C51,Malignant neoplasm of vulva ,http://www.icd10data.com//ICD10CM/Codes/C00-D49/C51-C58/C51-,C51-C58
515,C52,Malignant neoplasm of vagina ,http://www.icd10data.com//ICD10CM/Codes/C00-D49/C51-C58/C52-,C51-C58
516,C53,Malignant neoplasm of cervix uteri ,http://www.icd10data.com//ICD10CM/Codes/C00-D49/C51-C58/C53-,C51-C58
517,C54,Malignant neoplasm of corpus uteri ,http://www.icd10data.com//ICD10CM/Codes/C00-D49/C51-C58/C54-,C51-C58
518,C55,"Malignant neoplasm of uterus, part unspecified ",http://www.icd10data.com//ICD10CM/Codes/C00-D49/C51-C58/C55-,C51-C58
519,C56,Malignant neoplasm of ovary ,http://www.icd10data.com//ICD10CM/Codes/C00-D49/C51-C58/C56-,C51-C58
520,C57,Malignant neoplasm of other and unspecified female genital organs ,http://www.icd10data.com//ICD10CM/Codes/C00-D49/C51-C58/C57-,C51-C58
521,C58,Malignant neoplasm of placenta ,http://www.icd10data.com//ICD10CM/Codes/C00-D49/C51-C58/C58-,C51-C58
522,C60,Malignant neoplasm of penis ,http://www.icd10data.com//ICD10CM/Codes/C00-D49/C60-C63/C60-,C60-C63
523,C61,Malignant neoplasm of prostate ,http://www.icd10data.com//ICD10CM/Codes/C00-D49/C60-C63/C61-,C60-C63
524,C62,Malignant neoplasm of testis ,http://www.icd10data.com//ICD10CM/Codes/C00-D49/C60-C63/C62-,C60-C63
525,C63,Malignant neoplasm of other and unspecified male genital organs ,http://www.icd10data.com//ICD10CM/Codes/C00-D49/C60-C63/C63-,C60-C63
526,C64,"Malignant neoplasm of kidney, except renal pelvis ",http://www.icd10data.com//ICD10CM/Codes/C00-D49/C64-C68/C64-,C64-C68
527,C65,Malignant neoplasm of renal pelvis ,http://www.icd10data.com//ICD10CM/Codes/C00-D49/C64-C68/C65-,C64-C68
528,C66,Malignant neoplasm of ureter ,http://www.icd10data.com//ICD10CM/Codes/C00-D49/C64-C68/C66-,C64-C68
529,C67,Malignant neoplasm of bladder ,http://www.icd10data.com//ICD10CM/Codes/C00-D49/C64-C68/C67-,C64-C68
530,C68,Malignant neoplasm of other and unspecified urinary organs ,http://www.icd10data.com//ICD10CM/Codes/C00-D49/C64-C68/C68-,C64-C68
531,C69,Malignant neoplasm of eye and adnexa ,http://www.icd10data.com//ICD10CM/Codes/C00-D49/C69-C72/C69-,C69-C72
532,C70,Malignant neoplasm of meninges ,http://www.icd10data.com//ICD10CM/Codes/C00-D49/C69-C72/C70-,C69-C72
533,C71,Malignant neoplasm of brain ,http://www.icd10data.com//ICD10CM/Codes/C00-D49/C69-C72/C71-,C69-C72
534,C72,"Malignant neoplasm of spinal cord, cranial nerves and other parts of central nervous system ",http://www.icd10data.com//ICD10CM/Codes/C00-D49/C69-C72/C72-,C69-C72
535,C73,Malignant neoplasm of thyroid gland ,http://www.icd10data.com//ICD10CM/Codes/C00-D49/C73-C75/C73-,C73-C75
536,C74,Malignant neoplasm of adrenal gland ,http://www.icd10data.com//ICD10CM/Codes/C00-D49/C73-C75/C74-,C73-C75
537,C75,Malignant neoplasm of other endocrine glands and related structures ,http://www.icd10data.com//ICD10CM/Codes/C00-D49/C73-C75/C75-,C73-C75
538,C7A,Malignant neuroendocrine tumors ,http://www.icd10data.com//ICD10CM/Codes/C00-D49/C7A-C7A/C7A-,C7A-C7A
539,C7B,Secondary neuroendocrine tumors ,http://www.icd10data.com//ICD10CM/Codes/C00-D49/C7B-C7B/C7B-,C7B-C7B
540,C76,Malignant neoplasm of other and ill-defined sites ,http://www.icd10data.com//ICD10CM/Codes/C00-D49/C76-C80/C76-,C76-C80
541,C77,Secondary and unspecified malignant neoplasm of lymph nodes ,http://www.icd10data.com//ICD10CM/Codes/C00-D49/C76-C80/C77-,C76-C80
542,C78,Secondary malignant neoplasm of respiratory and digestive organs ,http://www.icd10data.com//ICD10CM/Codes/C00-D49/C76-C80/C78-,C76-C80
543,C79,Secondary malignant neoplasm of other and unspecified sites ,http://www.icd10data.com//ICD10CM/Codes/C00-D49/C76-C80/C79-,C76-C80
544,C80,Malignant neoplasm without specification of site ,http://www.icd10data.com//ICD10CM/Codes/C00-D49/C76-C80/C80-,C76-C80
545,C81,Hodgkin lymphoma ,http://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C81-,C81-C96
546,C82,Follicular lymphoma ,http://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C82-,C81-C96
547,C83,Non-follicular lymphoma ,http://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C83-,C81-C96
548,C84,Mature T/NK-cell lymphomas ,http://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C84-,C81-C96
549,C85,Other specified and unspecified types of non-Hodgkin lymphoma ,http://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C85-,C81-C96
550,C86,Other specified types of T/NK-cell lymphoma ,http://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C86-,C81-C96
551,C88,Malignant immunoproliferative diseases and certain other B-cell lymphomas ,http://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C88-,C81-C96
552,C90,Multiple myeloma and malignant plasma cell neoplasms ,http://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C90-,C81-C96
553,C91,Lymphoid leukemia ,http://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C91-,C81-C96
554,C92,Myeloid leukemia ,http://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C92-,C81-C96
555,C93,Monocytic leukemia ,http://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C93-,C81-C96
556,C94,Other leukemias of specified cell type ,http://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C94-,C81-C96
557,C95,Leukemia of unspecified cell type ,http://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C95-,C81-C96
558,C96,"Other and unspecified malignant neoplasms of lymphoid, hematopoietic and related tissue ",http://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C96-,C81-C96
559,D00,"Carcinoma in situ of oral cavity, esophagus and stomach ",http://www.icd10data.com//ICD10CM/Codes/C00-D49/D00-D09/D00-,D00-D09
560,D01,Carcinoma in situ of other and unspecified digestive organs ,http://www.icd10data.com//ICD10CM/Codes/C00-D49/D00-D09/D01-,D00-D09
561,D02,Carcinoma in situ of middle ear and respiratory system ,http://www.icd10data.com//ICD10CM/Codes/C00-D49/D00-D09/D02-,D00-D09
562,D03,Melanoma in situ ,http://www.icd10data.com//ICD10CM/Codes/C00-D49/D00-D09/D03-,D00-D09
563,D04,Carcinoma in situ of skin ,http://www.icd10data.com//ICD10CM/Codes/C00-D49/D00-D09/D04-,D00-D09
564,D05,Carcinoma in situ of breast ,http://www.icd10data.com//ICD10CM/Codes/C00-D49/D00-D09/D05-,D00-D09
565,D06,Carcinoma in situ of cervix uteri ,http://www.icd10data.com//ICD10CM/Codes/C00-D49/D00-D09/D06-,D00-D09
566,D07,Carcinoma in situ of other and unspecified genital organs ,http://www.icd10data.com//ICD10CM/Codes/C00-D49/D00-D09/D07-,D00-D09
567,D09,Carcinoma in situ of other and unspecified sites ,http://www.icd10data.com//ICD10CM/Codes/C00-D49/D00-D09/D09-,D00-D09
568,D10,Benign neoplasm of mouth and pharynx ,http://www.icd10data.com//ICD10CM/Codes/C00-D49/D10-D36/D10-,D10-D36
569,D11,Benign neoplasm of major salivary glands ,http://www.icd10data.com//ICD10CM/Codes/C00-D49/D10-D36/D11-,D10-D36
570,D12,"Benign neoplasm of colon, rectum, anus and anal canal ",http://www.icd10data.com//ICD10CM/Codes/C00-D49/D10-D36/D12-,D10-D36
571,D13,Benign neoplasm of other and ill-defined parts of digestive system ,http://www.icd10data.com//ICD10CM/Codes/C00-D49/D10-D36/D13-,D10-D36
572,D14,Benign neoplasm of middle ear and respiratory system ,http://www.icd10data.com//ICD10CM/Codes/C00-D49/D10-D36/D14-,D10-D36
573,D15,Benign neoplasm of other and unspecified intrathoracic organs ,http://www.icd10data.com//ICD10CM/Codes/C00-D49/D10-D36/D15-,D10-D36
574,D16,Benign neoplasm of bone and articular cartilage ,http://www.icd10data.com//ICD10CM/Codes/C00-D49/D10-D36/D16-,D10-D36
575,D17,Benign lipomatous neoplasm ,http://www.icd10data.com//ICD10CM/Codes/C00-D49/D10-D36/D17-,D10-D36
576,D18,"Hemangioma and lymphangioma, any site ",http://www.icd10data.com//ICD10CM/Codes/C00-D49/D10-D36/D18-,D10-D36
577,D19,Benign neoplasm of mesothelial tissue ,http://www.icd10data.com//ICD10CM/Codes/C00-D49/D10-D36/D19-,D10-D36
578,D20,Benign neoplasm of soft tissue of retroperitoneum and peritoneum ,http://www.icd10data.com//ICD10CM/Codes/C00-D49/D10-D36/D20-,D10-D36
579,D21,Other benign neoplasms of connective and other soft tissue ,http://www.icd10data.com//ICD10CM/Codes/C00-D49/D10-D36/D21-,D10-D36
580,D22,Melanocytic nevi ,http://www.icd10data.com//ICD10CM/Codes/C00-D49/D10-D36/D22-,D10-D36
581,D23,Other benign neoplasms of skin ,http://www.icd10data.com//ICD10CM/Codes/C00-D49/D10-D36/D23-,D10-D36
582,D24,Benign neoplasm of breast ,http://www.icd10data.com//ICD10CM/Codes/C00-D49/D10-D36/D24-,D10-D36
583,D25,Leiomyoma of uterus ,http://www.icd10data.com//ICD10CM/Codes/C00-D49/D10-D36/D25-,D10-D36
584,D26,Other benign neoplasms of uterus ,http://www.icd10data.com//ICD10CM/Codes/C00-D49/D10-D36/D26-,D10-D36
585,D27,Benign neoplasm of ovary ,http://www.icd10data.com//ICD10CM/Codes/C00-D49/D10-D36/D27-,D10-D36
586,D28,Benign neoplasm of other and unspecified female genital organs ,http://www.icd10data.com//ICD10CM/Codes/C00-D49/D10-D36/D28-,D10-D36
587,D29,Benign neoplasm of male genital organs ,http://www.icd10data.com//ICD10CM/Codes/C00-D49/D10-D36/D29-,D10-D36
588,D30,Benign neoplasm of urinary organs ,http://www.icd10data.com//ICD10CM/Codes/C00-D49/D10-D36/D30-,D10-D36
589,D31,Benign neoplasm of eye and adnexa ,http://www.icd10data.com//ICD10CM/Codes/C00-D49/D10-D36/D31-,D10-D36
590,D32,Benign neoplasm of meninges ,http://www.icd10data.com//ICD10CM/Codes/C00-D49/D10-D36/D32-,D10-D36
591,D33,Benign neoplasm of brain and other parts of central nervous system ,http://www.icd10data.com//ICD10CM/Codes/C00-D49/D10-D36/D33-,D10-D36
592,D34,Benign neoplasm of thyroid gland ,http://www.icd10data.com//ICD10CM/Codes/C00-D49/D10-D36/D34-,D10-D36
593,D35,Benign neoplasm of other and unspecified endocrine glands ,http://www.icd10data.com//ICD10CM/Codes/C00-D49/D10-D36/D35-,D10-D36
594,D36,Benign neoplasm of other and unspecified sites ,http://www.icd10data.com//ICD10CM/Codes/C00-D49/D10-D36/D36-,D10-D36
595,D3A,Benign neuroendocrine tumors ,http://www.icd10data.com//ICD10CM/Codes/C00-D49/D3A-D3A/D3A-,D3A-D3A
596,D37,Neoplasm of uncertain behavior of oral cavity and digestive organs ,http://www.icd10data.com//ICD10CM/Codes/C00-D49/D37-D48/D37-,D37-D48
597,D38,Neoplasm of uncertain behavior of middle ear and respiratory and intrathoracic organs ,http://www.icd10data.com//ICD10CM/Codes/C00-D49/D37-D48/D38-,D37-D48
598,D39,Neoplasm of uncertain behavior of female genital organs ,http://www.icd10data.com//ICD10CM/Codes/C00-D49/D37-D48/D39-,D37-D48
599,D40,Neoplasm of uncertain behavior of male genital organs ,http://www.icd10data.com//ICD10CM/Codes/C00-D49/D37-D48/D40-,D37-D48
600,D41,Neoplasm of uncertain behavior of urinary organs ,http://www.icd10data.com//ICD10CM/Codes/C00-D49/D37-D48/D41-,D37-D48
601,D42,Neoplasm of uncertain behavior of meninges ,http://www.icd10data.com//ICD10CM/Codes/C00-D49/D37-D48/D42-,D37-D48
602,D43,Neoplasm of uncertain behavior of brain and central nervous system ,http://www.icd10data.com//ICD10CM/Codes/C00-D49/D37-D48/D43-,D37-D48
603,D44,Neoplasm of uncertain behavior of endocrine glands ,http://www.icd10data.com//ICD10CM/Codes/C00-D49/D37-D48/D44-,D37-D48
604,D45,Polycythemia vera ,http://www.icd10data.com//ICD10CM/Codes/C00-D49/D37-D48/D45-,D37-D48
605,D46,Myelodysplastic syndromes ,http://www.icd10data.com//ICD10CM/Codes/C00-D49/D37-D48/D46-,D37-D48
606,D47,"Other neoplasms of uncertain behavior of lymphoid, hematopoietic and related tissue ",http://www.icd10data.com//ICD10CM/Codes/C00-D49/D37-D48/D47-,D37-D48
607,D48,Neoplasm of uncertain behavior of other and unspecified sites ,http://www.icd10data.com//ICD10CM/Codes/C00-D49/D37-D48/D48-,D37-D48
608,D49,Neoplasms of unspecified behavior ,http://www.icd10data.com//ICD10CM/Codes/C00-D49/D49-D49/D49-,D49-D49
609,D50,Iron deficiency anemia ,http://www.icd10data.com//ICD10CM/Codes/D50-D89/D50-D53/D50-,D50-D53
610,D51,Vitamin B12 deficiency anemia ,http://www.icd10data.com//ICD10CM/Codes/D50-D89/D50-D53/D51-,D50-D53
611,D52,Folate deficiency anemia ,http://www.icd10data.com//ICD10CM/Codes/D50-D89/D50-D53/D52-,D50-D53
612,D53,Other nutritional anemias ,http://www.icd10data.com//ICD10CM/Codes/D50-D89/D50-D53/D53-,D50-D53
613,D55,Anemia due to enzyme disorders ,http://www.icd10data.com//ICD10CM/Codes/D50-D89/D55-D59/D55-,D55-D59
614,D56,Thalassemia ,http://www.icd10data.com//ICD10CM/Codes/D50-D89/D55-D59/D56-,D55-D59
615,D57,Sickle-cell disorders ,http://www.icd10data.com//ICD10CM/Codes/D50-D89/D55-D59/D57-,D55-D59
616,D58,Other hereditary hemolytic anemias ,http://www.icd10data.com//ICD10CM/Codes/D50-D89/D55-D59/D58-,D55-D59
617,D59,Acquired hemolytic anemia ,http://www.icd10data.com//ICD10CM/Codes/D50-D89/D55-D59/D59-,D55-D59
618,D60,Acquired pure red cell aplasia [erythroblastopenia] ,http://www.icd10data.com//ICD10CM/Codes/D50-D89/D60-D64/D60-,D60-D64
619,D61,Other aplastic anemias and other bone marrow failure syndromes ,http://www.icd10data.com//ICD10CM/Codes/D50-D89/D60-D64/D61-,D60-D64
620,D62,Acute posthemorrhagic anemia ,http://www.icd10data.com//ICD10CM/Codes/D50-D89/D60-D64/D62-,D60-D64
621,D63,Anemia in chronic diseases classified elsewhere ,http://www.icd10data.com//ICD10CM/Codes/D50-D89/D60-D64/D63-,D60-D64
622,D64,Other anemias ,http://www.icd10data.com//ICD10CM/Codes/D50-D89/D60-D64/D64-,D60-D64
623,D65,Disseminated intravascular coagulation [defibrination syndrome] ,http://www.icd10data.com//ICD10CM/Codes/D50-D89/D65-D69/D65-,D65-D69
624,D66,Hereditary factor VIII deficiency ,http://www.icd10data.com//ICD10CM/Codes/D50-D89/D65-D69/D66-,D65-D69
625,D67,Hereditary factor IX deficiency ,http://www.icd10data.com//ICD10CM/Codes/D50-D89/D65-D69/D67-,D65-D69
626,D68,Other coagulation defects ,http://www.icd10data.com//ICD10CM/Codes/D50-D89/D65-D69/D68-,D65-D69
627,D69,Purpura and other hemorrhagic conditions ,http://www.icd10data.com//ICD10CM/Codes/D50-D89/D65-D69/D69-,D65-D69
628,D70,Neutropenia ,http://www.icd10data.com//ICD10CM/Codes/D50-D89/D70-D77/D70-,D70-D77
629,D71,Functional disorders of polymorphonuclear neutrophils ,http://www.icd10data.com//ICD10CM/Codes/D50-D89/D70-D77/D71-,D70-D77
630,D72,Other disorders of white blood cells ,http://www.icd10data.com//ICD10CM/Codes/D50-D89/D70-D77/D72-,D70-D77
631,D73,Diseases of spleen ,http://www.icd10data.com//ICD10CM/Codes/D50-D89/D70-D77/D73-,D70-D77
632,D74,Methemoglobinemia ,http://www.icd10data.com//ICD10CM/Codes/D50-D89/D70-D77/D74-,D70-D77
633,D75,Other and unspecified diseases of blood and blood-forming organs ,http://www.icd10data.com//ICD10CM/Codes/D50-D89/D70-D77/D75-,D70-D77
634,D76,Other specified diseases with participation of lymphoreticular and reticulohistiocytic tissue ,http://www.icd10data.com//ICD10CM/Codes/D50-D89/D70-D77/D76-,D70-D77
635,D77,Other disorders of blood and blood-forming organs in diseases classified elsewhere ,http://www.icd10data.com//ICD10CM/Codes/D50-D89/D70-D77/D77-,D70-D77
636,D78,Intraoperative and postprocedural complications of the spleen ,http://www.icd10data.com//ICD10CM/Codes/D50-D89/D78-D78/D78-,D78-D78
637,D80,Immunodeficiency with predominantly antibody defects ,http://www.icd10data.com//ICD10CM/Codes/D50-D89/D80-D89/D80-,D80-D89
638,D81,Combined immunodeficiencies ,http://www.icd10data.com//ICD10CM/Codes/D50-D89/D80-D89/D81-,D80-D89
639,D82,Immunodeficiency associated with other major defects ,http://www.icd10data.com//ICD10CM/Codes/D50-D89/D80-D89/D82-,D80-D89
640,D83,Common variable immunodeficiency ,http://www.icd10data.com//ICD10CM/Codes/D50-D89/D80-D89/D83-,D80-D89
641,D84,Other immunodeficiencies ,http://www.icd10data.com//ICD10CM/Codes/D50-D89/D80-D89/D84-,D80-D89
642,D86,Sarcoidosis ,http://www.icd10data.com//ICD10CM/Codes/D50-D89/D80-D89/D86-,D80-D89
643,D89,"Other disorders involving the immune mechanism, not elsewhere classified ",http://www.icd10data.com//ICD10CM/Codes/D50-D89/D80-D89/D89-,D80-D89
644,E00,Congenital iodine-deficiency syndrome ,http://www.icd10data.com//ICD10CM/Codes/E00-E89/E00-E07/E00-,E00-E07
645,E01,Iodine-deficiency related thyroid disorders and allied conditions ,http://www.icd10data.com//ICD10CM/Codes/E00-E89/E00-E07/E01-,E00-E07
646,E02,Subclinical iodine-deficiency hypothyroidism ,http://www.icd10data.com//ICD10CM/Codes/E00-E89/E00-E07/E02-,E00-E07
647,E03,Other hypothyroidism ,http://www.icd10data.com//ICD10CM/Codes/E00-E89/E00-E07/E03-,E00-E07
648,E04,Other nontoxic goiter ,http://www.icd10data.com//ICD10CM/Codes/E00-E89/E00-E07/E04-,E00-E07
649,E05,Thyrotoxicosis [hyperthyroidism] ,http://www.icd10data.com//ICD10CM/Codes/E00-E89/E00-E07/E05-,E00-E07
650,E06,Thyroiditis ,http://www.icd10data.com//ICD10CM/Codes/E00-E89/E00-E07/E06-,E00-E07
651,E07,Other disorders of thyroid ,http://www.icd10data.com//ICD10CM/Codes/E00-E89/E00-E07/E07-,E00-E07
652,E08,Diabetes mellitus due to underlying condition ,http://www.icd10data.com//ICD10CM/Codes/E00-E89/E08-E13/E08-,E08-E13
653,E09,Drug or chemical induced diabetes mellitus ,http://www.icd10data.com//ICD10CM/Codes/E00-E89/E08-E13/E09-,E08-E13
654,E10,Type 1 diabetes mellitus ,http://www.icd10data.com//ICD10CM/Codes/E00-E89/E08-E13/E10-,E08-E13
655,E11,Type 2 diabetes mellitus ,http://www.icd10data.com//ICD10CM/Codes/E00-E89/E08-E13/E11-,E08-E13
656,E13,Other specified diabetes mellitus ,http://www.icd10data.com//ICD10CM/Codes/E00-E89/E08-E13/E13-,E08-E13
657,E15,Nondiabetic hypoglycemic coma ,http://www.icd10data.com//ICD10CM/Codes/E00-E89/E15-E16/E15-,E15-E16
658,E16,Other disorders of pancreatic internal secretion ,http://www.icd10data.com//ICD10CM/Codes/E00-E89/E15-E16/E16-,E15-E16
659,E20,Hypoparathyroidism ,http://www.icd10data.com//ICD10CM/Codes/E00-E89/E20-E35/E20-,E20-E35
660,E21,Hyperparathyroidism and other disorders of parathyroid gland ,http://www.icd10data.com//ICD10CM/Codes/E00-E89/E20-E35/E21-,E20-E35
661,E22,Hyperfunction of pituitary gland ,http://www.icd10data.com//ICD10CM/Codes/E00-E89/E20-E35/E22-,E20-E35
662,E23,Hypofunction and other disorders of the pituitary gland ,http://www.icd10data.com//ICD10CM/Codes/E00-E89/E20-E35/E23-,E20-E35
663,E24,Cushing's syndrome ,http://www.icd10data.com//ICD10CM/Codes/E00-E89/E20-E35/E24-,E20-E35
664,E25,Adrenogenital disorders ,http://www.icd10data.com//ICD10CM/Codes/E00-E89/E20-E35/E25-,E20-E35
665,E26,Hyperaldosteronism ,http://www.icd10data.com//ICD10CM/Codes/E00-E89/E20-E35/E26-,E20-E35
666,E27,Other disorders of adrenal gland ,http://www.icd10data.com//ICD10CM/Codes/E00-E89/E20-E35/E27-,E20-E35
667,E28,Ovarian dysfunction ,http://www.icd10data.com//ICD10CM/Codes/E00-E89/E20-E35/E28-,E20-E35
668,E29,Testicular dysfunction ,http://www.icd10data.com//ICD10CM/Codes/E00-E89/E20-E35/E29-,E20-E35
669,E30,"Disorders of puberty, not elsewhere classified ",http://www.icd10data.com//ICD10CM/Codes/E00-E89/E20-E35/E30-,E20-E35
670,E31,Polyglandular dysfunction ,http://www.icd10data.com//ICD10CM/Codes/E00-E89/E20-E35/E31-,E20-E35
671,E32,Diseases of thymus ,http://www.icd10data.com//ICD10CM/Codes/E00-E89/E20-E35/E32-,E20-E35
672,E34,Other endocrine disorders ,http://www.icd10data.com//ICD10CM/Codes/E00-E89/E20-E35/E34-,E20-E35
673,E35,Disorders of endocrine glands in diseases classified elsewhere ,http://www.icd10data.com//ICD10CM/Codes/E00-E89/E20-E35/E35-,E20-E35
674,E36,Intraoperative complications of endocrine system ,http://www.icd10data.com//ICD10CM/Codes/E00-E89/E36-E36/E36-,E36-E36
675,E40,Kwashiorkor ,http://www.icd10data.com//ICD10CM/Codes/E00-E89/E40-E46/E40-,E40-E46
676,E41,Nutritional marasmus ,http://www.icd10data.com//ICD10CM/Codes/E00-E89/E40-E46/E41-,E40-E46
