,name,id,label,title,value
417,B43,417,B43,Chromomycosis and pheomycotic abscess ,0.924
418,B44,418,B44,Aspergillosis ,858
419,B45,419,B45,Cryptococcosis ,444
420,B46,420,B46,Zygomycosis ,51.8
421,B47,421,B47,Mycetoma ,183
422,B48,422,B48,"Other mycoses, not elsewhere classified ",10.5
423,B49,423,B49,Unspecified mycosis ,14.3
424,B50,424,B50,Plasmodium falciparum malaria ,706
425,B51,425,B51,Plasmodium vivax malaria ,292
426,B52,426,B52,Plasmodium malariae malaria ,108
427,B53,427,B53,Other specified malaria ,325
428,B54,428,B54,Unspecified malaria ,51.5
429,B55,429,B55,Leishmaniasis ,1030
430,B56,430,B56,African trypanosomiasis ,204
431,B57,431,B57,Chagas' disease ,1000
432,B58,432,B58,Toxoplasmosis ,2380
433,B59,433,B59,Pneumocystosis ,40.1
434,B60,434,B60,"Other protozoal diseases, not elsewhere classified ",11.2
435,B64,435,B64,Unspecified protozoal disease ,10.3
436,B65,436,B65,Schistosomiasis [bilharziasis] ,29.2
437,B66,437,B66,Other fluke infections ,141
438,B67,438,B67,Echinococcosis ,260
439,B68,439,B68,Taeniasis ,161
440,B69,440,B69,Cysticercosis ,293
441,B70,441,B70,Diphyllobothriasis and sparganosis ,4.76
442,B71,442,B71,Other cestode infections ,31
443,B72,443,B72,Dracunculiasis ,87.6
444,B73,444,B73,Onchocerciasis ,386
445,B74,445,B74,Filariasis ,741
446,B75,446,B75,Trichinellosis ,109
447,B76,447,B76,Hookworm diseases ,402
448,B77,448,B77,Ascariasis ,174
449,B78,449,B78,Strongyloidiasis ,67.2
450,B79,450,B79,Trichuriasis ,51.7
451,B80,451,B80,Enterobiasis ,72.6
452,B81,452,B81,"Other intestinal helminthiases, not elsewhere classified ",3.26
453,B82,453,B82,Unspecified intestinal parasitism ,4.1
454,B83,454,B83,Other helminthiases ,17.8
455,B85,455,B85,Pediculosis and phthiriasis ,8.67
456,B86,456,B86,Scabies ,5500
457,B87,457,B87,Myiasis ,146
458,B88,458,B88,Other infestations ,3290
459,B89,459,B89,Unspecified parasitic disease ,52.3
460,B90,460,B90,Sequelae of tuberculosis ,93.8
461,B91,461,B91,Sequelae of poliomyelitis ,23
462,B92,462,B92,Sequelae of leprosy ,12.8
463,B94,463,B94,Sequelae of other and unspecified infectious and parasitic diseases ,8.83
464,B95,464,B95,"Streptococcus, Staphylococcus, and Enterococcus as the cause of diseases classified elsewhere ",10.7
465,B96,465,B96,Other bacterial agents as the cause of diseases classified elsewhere ,15.5
466,B97,466,B97,Viral agents as the cause of diseases classified elsewhere ,15.4
467,B99,467,B99,Other and unspecified infectious diseases ,409
468,C00,468,C00,Malignant neoplasm of lip ,154
469,C01,469,C01,Malignant neoplasm of base of tongue ,43.5
470,C02,470,C02,Malignant neoplasm of other and unspecified parts of tongue ,12.9
471,C03,471,C03,Malignant neoplasm of gum ,69.8
472,C04,472,C04,Malignant neoplasm of floor of mouth ,25.7
473,C05,473,C05,Malignant neoplasm of palate ,61.2
474,C06,474,C06,Malignant neoplasm of other and unspecified parts of mouth ,12.2
475,C07,475,C07,Malignant neoplasm of parotid gland ,63
476,C08,476,C08,Malignant neoplasm of other and unspecified major salivary glands ,11.2
477,C09,477,C09,Malignant neoplasm of tonsil ,56.2
478,C10,478,C10,Malignant neoplasm of oropharynx ,23.5
479,C11,479,C11,Malignant neoplasm of nasopharynx ,33.2
480,C12,480,C12,Malignant neoplasm of pyriform sinus ,9.31
481,C13,481,C13,Malignant neoplasm of hypopharynx ,15
482,C14,482,C14,"Malignant neoplasm of other and ill-defined sites in the lip, oral cavity and pharynx ",5.35
483,C15,483,C15,Malignant neoplasm of esophagus ,204
484,C16,484,C16,Malignant neoplasm of stomach ,983
485,C17,485,C17,Malignant neoplasm of small intestine ,181
486,C18,486,C18,Malignant neoplasm of colon ,1230
487,C19,487,C19,Malignant neoplasm of rectosigmoid junction ,16.6
488,C20,488,C20,Malignant neoplasm of rectum ,225
489,C21,489,C21,Malignant neoplasm of anus and anal canal ,15.2
490,C22,490,C22,Malignant neoplasm of liver and intrahepatic bile ducts ,23.8
491,C23,491,C23,Malignant neoplasm of gallbladder ,212
492,C24,492,C24,Malignant neoplasm of other and unspecified parts of biliary tract ,8.14
493,C25,493,C25,Malignant neoplasm of pancreas ,455
494,C26,494,C26,Malignant neoplasm of other and ill-defined digestive organs ,10.8
495,C30,495,C30,Malignant neoplasm of nasal cavity and middle ear ,17.3
496,C31,496,C31,Malignant neoplasm of accessory sinuses ,12.1
497,C32,497,C32,Malignant neoplasm of larynx ,80.5
498,C33,498,C33,Malignant neoplasm of trachea ,53.3
499,C34,499,C34,Malignant neoplasm of bronchus and lung ,43.3
500,C37,500,C37,Malignant neoplasm of thymus ,51.7
501,C38,501,C38,"Malignant neoplasm of heart, mediastinum and pleura ",12.9
502,C39,502,C39,Malignant neoplasm of other and ill-defined sites in the respiratory system and intrathoracic organs ,4.89
503,C40,503,C40,Malignant neoplasm of bone and articular cartilage of limbs ,12.5
504,C41,504,C41,Malignant neoplasm of bone and articular cartilage of other and unspecified sites ,6.66
505,C43,505,C43,Malignant melanoma of skin ,2570
506,C4A,506,C4A,Merkel cell carcinoma ,356
507,C44,507,C44,Other and unspecified malignant neoplasm of skin ,97.8
508,C45,508,C45,Mesothelioma ,3410
509,C46,509,C46,Kaposi's sarcoma ,674
510,C47,510,C47,Malignant neoplasm of peripheral nerves and autonomic nervous system ,12.1
511,C48,511,C48,Malignant neoplasm of retroperitoneum and peritoneum ,15
512,C49,512,C49,Malignant neoplasm of other connective and soft tissue ,41.6
513,C50,513,C50,Malignant neoplasm of breast ,1850
514,C51,514,C51,Malignant neoplasm of vulva ,68.2
515,C52,515,C52,Malignant neoplasm of vagina ,123
516,C53,516,C53,Malignant neoplasm of cervix uteri ,24.6
517,C54,517,C54,Malignant neoplasm of corpus uteri ,21.6
518,C55,518,C55,"Malignant neoplasm of uterus, part unspecified ",13.4
519,C56,519,C56,Malignant neoplasm of ovary ,268
520,C57,520,C57,Malignant neoplasm of other and unspecified female genital organs ,11.6
521,C58,521,C58,Malignant neoplasm of placenta ,22.3
522,C60,522,C60,Malignant neoplasm of penis ,92.3
523,C61,523,C61,Malignant neoplasm of prostate ,998
524,C62,524,C62,Malignant neoplasm of testis ,55.7
525,C63,525,C63,Malignant neoplasm of other and unspecified male genital organs ,11.2
526,C64,526,C64,"Malignant neoplasm of kidney, except renal pelvis ",20.4
527,C65,527,C65,Malignant neoplasm of renal pelvis ,87.1
528,C66,528,C66,Malignant neoplasm of ureter ,36.2
529,C67,529,C67,Malignant neoplasm of bladder ,1010
530,C68,530,C68,Malignant neoplasm of other and unspecified urinary organs ,12.9
531,C69,531,C69,Malignant neoplasm of eye and adnexa ,14.1
532,C70,532,C70,Malignant neoplasm of meninges ,22
533,C71,533,C71,Malignant neoplasm of brain ,1720
534,C72,534,C72,"Malignant neoplasm of spinal cord, cranial nerves and other parts of central nervous system ",12.6
535,C73,535,C73,Malignant neoplasm of thyroid gland ,324
536,C74,536,C74,Malignant neoplasm of adrenal gland ,140
537,C75,537,C75,Malignant neoplasm of other endocrine glands and related structures ,23.2
538,C7A,538,C7A,Malignant neuroendocrine tumors ,446
539,C7B,539,C7B,Secondary neuroendocrine tumors ,246
540,C76,540,C76,Malignant neoplasm of other and ill-defined sites ,13.6
541,C77,541,C77,Secondary and unspecified malignant neoplasm of lymph nodes ,25.1
542,C78,542,C78,Secondary malignant neoplasm of respiratory and digestive organs ,14.4
543,C79,543,C79,Secondary malignant neoplasm of other and unspecified sites ,18.3
544,C80,544,C80,Malignant neoplasm without specification of site ,12.3
545,C81,545,C81,Hodgkin lymphoma ,4290
546,C82,546,C82,Follicular lymphoma ,1140
547,C83,547,C83,Non-follicular lymphoma ,15.6
548,C84,548,C84,Mature T/NK-cell lymphomas ,11.4
549,C85,549,C85,Other specified and unspecified types of non-Hodgkin lymphoma ,11.8
550,C86,550,C86,Other specified types of T/NK-cell lymphoma ,5.38
551,C88,551,C88,Malignant immunoproliferative diseases and certain other B-cell lymphomas ,3.71
552,C90,552,C90,Multiple myeloma and malignant plasma cell neoplasms ,28.5
553,C91,553,C91,Lymphoid leukemia ,934
554,C92,554,C92,Myeloid leukemia ,2150
555,C93,555,C93,Monocytic leukemia ,171
556,C94,556,C94,Other leukemias of specified cell type ,12.9
557,C95,557,C95,Leukemia of unspecified cell type ,49.3
558,C96,558,C96,"Other and unspecified malignant neoplasms of lymphoid, hematopoietic and related tissue ",12
559,D00,559,D00,"Carcinoma in situ of oral cavity, esophagus and stomach ",13.7
560,D01,560,D01,Carcinoma in situ of other and unspecified digestive organs ,12.5
561,D02,561,D02,Carcinoma in situ of middle ear and respiratory system ,14.8
562,D03,562,D03,Melanoma in situ ,752
563,D04,563,D04,Carcinoma in situ of skin ,1080
564,D05,564,D05,Carcinoma in situ of breast ,1400
565,D06,565,D06,Carcinoma in situ of cervix uteri ,29.5
566,D07,566,D07,Carcinoma in situ of other and unspecified genital organs ,10
567,D09,567,D09,Carcinoma in situ of other and unspecified sites ,18.1
568,D10,568,D10,Benign neoplasm of mouth and pharynx ,18.7
569,D11,569,D11,Benign neoplasm of major salivary glands ,17.7
570,D12,570,D12,"Benign neoplasm of colon, rectum, anus and anal canal ",12.2
571,D13,571,D13,Benign neoplasm of other and ill-defined parts of digestive system ,7.06
572,D14,572,D14,Benign neoplasm of middle ear and respiratory system ,20.8
573,D15,573,D15,Benign neoplasm of other and unspecified intrathoracic organs ,5.6
574,D16,574,D16,Benign neoplasm of bone and articular cartilage ,15.1
575,D17,575,D17,Benign lipomatous neoplasm ,20.6
576,D18,576,D18,"Hemangioma and lymphangioma, any site ",12.9
577,D19,577,D19,Benign neoplasm of mesothelial tissue ,17
578,D20,578,D20,Benign neoplasm of soft tissue of retroperitoneum and peritoneum ,10.7
579,D21,579,D21,Other benign neoplasms of connective and other soft tissue ,26.5
580,D22,580,D22,Melanocytic nevi ,138
581,D23,581,D23,Other benign neoplasms of skin ,554
582,D24,582,D24,Benign neoplasm of breast ,1480
583,D25,583,D25,Leiomyoma of uterus ,209
584,D26,584,D26,Other benign neoplasms of uterus ,72.7
585,D27,585,D27,Benign neoplasm of ovary ,179
586,D28,586,D28,Benign neoplasm of other and unspecified female genital organs ,9.88
587,D29,587,D29,Benign neoplasm of male genital organs ,16.2
588,D30,588,D30,Benign neoplasm of urinary organs ,59.5
589,D31,589,D31,Benign neoplasm of eye and adnexa ,13.2
590,D32,590,D32,Benign neoplasm of meninges ,21.2
591,D33,591,D33,Benign neoplasm of brain and other parts of central nervous system ,14.5
592,D34,592,D34,Benign neoplasm of thyroid gland ,276
593,D35,593,D35,Benign neoplasm of other and unspecified endocrine glands ,10.8
594,D36,594,D36,Benign neoplasm of other and unspecified sites ,30
595,D3A,595,D3A,Benign neuroendocrine tumors ,314
596,D37,596,D37,Neoplasm of uncertain behavior of oral cavity and digestive organs ,13
597,D38,597,D38,Neoplasm of uncertain behavior of middle ear and respiratory and intrathoracic organs ,4.48
598,D39,598,D39,Neoplasm of uncertain behavior of female genital organs ,14.9
599,D40,599,D40,Neoplasm of uncertain behavior of male genital organs ,12.4
600,D41,600,D41,Neoplasm of uncertain behavior of urinary organs ,20
601,D42,601,D42,Neoplasm of uncertain behavior of meninges ,9.61
602,D43,602,D43,Neoplasm of uncertain behavior of brain and central nervous system ,13.1
603,D44,603,D44,Neoplasm of uncertain behavior of endocrine glands ,20.5
604,D45,604,D45,Polycythemia vera ,635
605,D46,605,D46,Myelodysplastic syndromes ,776
606,D47,606,D47,"Other neoplasms of uncertain behavior of lymphoid, hematopoietic and related tissue ",12.1
607,D48,607,D48,Neoplasm of uncertain behavior of other and unspecified sites ,12.5
608,D49,608,D49,Neoplasms of unspecified behavior ,26.1
609,D50,609,D50,Iron deficiency anemia ,3170
610,D51,610,D51,Vitamin B12 deficiency anemia ,2280
611,D52,611,D52,Folate deficiency anemia ,945
612,D53,612,D53,Other nutritional anemias ,55.3
613,D55,613,D55,Anemia due to enzyme disorders ,1100
614,D56,614,D56,Thalassemia ,1710
615,D57,615,D57,Sickle-cell disorders ,2760
616,D58,616,D58,Other hereditary hemolytic anemias ,28.6
617,D59,617,D59,Acquired hemolytic anemia ,235
618,D60,618,D60,Acquired pure red cell aplasia [erythroblastopenia] ,3.47
619,D61,619,D61,Other aplastic anemias and other bone marrow failure syndromes ,14
620,D62,620,D62,Acute posthemorrhagic anemia ,16.8
621,D63,621,D63,Anemia in chronic diseases classified elsewhere ,23.4
622,D64,622,D64,Other anemias ,393
623,D65,623,D65,Disseminated intravascular coagulation [defibrination syndrome] ,5.7
624,D66,624,D66,Hereditary factor VIII deficiency ,37.8
625,D67,625,D67,Hereditary factor IX deficiency ,28.6
626,D68,626,D68,Other coagulation defects ,459
627,D69,627,D69,Purpura and other hemorrhagic conditions ,99.3
628,D70,628,D70,Neutropenia ,1980
629,D71,629,D71,Functional disorders of polymorphonuclear neutrophils ,14.5
630,D72,630,D72,Other disorders of white blood cells ,4880
631,D73,631,D73,Diseases of spleen ,3540
632,D74,632,D74,Methemoglobinemia ,404
633,D75,633,D75,Other and unspecified diseases of blood and blood-forming organs ,13.3
634,D76,634,D76,Other specified diseases with participation of lymphoreticular and reticulohistiocytic tissue ,2.82
635,D77,635,D77,Other disorders of blood and blood-forming organs in diseases classified elsewhere ,12.6
636,D78,636,D78,Intraoperative and postprocedural complications of the spleen ,3.42
637,D80,637,D80,Immunodeficiency with predominantly antibody defects ,13.4
638,D81,638,D81,Combined immunodeficiencies ,44.3
639,D82,639,D82,Immunodeficiency associated with other major defects ,120
640,D83,640,D83,Common variable immunodeficiency ,343
641,D84,641,D84,Other immunodeficiencies ,116
642,D86,642,D86,Sarcoidosis ,3810
643,D89,643,D89,"Other disorders involving the immune mechanism, not elsewhere classified ",14.4
644,E00,644,E00,Congenital iodine-deficiency syndrome ,16.5
645,E01,645,E01,Iodine-deficiency related thyroid disorders and allied conditions ,3.6
646,E02,646,E02,Subclinical iodine-deficiency hypothyroidism ,19
647,E03,647,E03,Other hypothyroidism ,6130
648,E04,648,E04,Other nontoxic goiter ,32.3
649,E05,649,E05,Thyrotoxicosis [hyperthyroidism] ,275
650,E06,650,E06,Thyroiditis ,1660
651,E07,651,E07,Other disorders of thyroid ,11300
652,E08,652,E08,Diabetes mellitus due to underlying condition ,969
653,E09,653,E09,Drug or chemical induced diabetes mellitus ,314
654,E10,654,E10,Type 1 diabetes mellitus ,4040
655,E11,655,E11,Type 2 diabetes mellitus ,4010
656,E13,656,E13,Other specified diabetes mellitus ,337
657,E15,657,E15,Nondiabetic hypoglycemic coma ,14.9
658,E16,658,E16,Other disorders of pancreatic internal secretion ,78.5
659,E20,659,E20,Hypoparathyroidism ,748
660,E21,660,E21,Hyperparathyroidism and other disorders of parathyroid gland ,169
661,E22,661,E22,Hyperfunction of pituitary gland ,28.8
662,E23,662,E23,Hypofunction and other disorders of the pituitary gland ,17.9
663,E24,663,E24,Cushing's syndrome ,1480
664,E25,664,E25,Adrenogenital disorders ,17.9
665,E26,665,E26,Hyperaldosteronism ,375
666,E27,666,E27,Other disorders of adrenal gland ,2490
667,E28,667,E28,Ovarian dysfunction ,2410
668,E29,668,E29,Testicular dysfunction ,1540
669,E30,669,E30,"Disorders of puberty, not elsewhere classified ",12.2
670,E31,670,E31,Polyglandular dysfunction ,13.2
671,E32,671,E32,Diseases of thymus ,1400
672,E34,672,E34,Other endocrine disorders ,4170
673,E35,673,E35,Disorders of endocrine glands in diseases classified elsewhere ,12.2
674,E36,674,E36,Intraoperative complications of endocrine system ,64.5
675,E40,675,E40,Kwashiorkor ,588
676,E41,676,E41,Nutritional marasmus ,44.1
677,E42,677,E42,Marasmic kwashiorkor ,17.8
678,E43,678,E43,Unspecified severe protein-calorie malnutrition ,7.24
679,E44,679,E44,Protein-calorie malnutrition of moderate and mild degree ,9.68
680,E45,680,E45,Retarded development following protein-calorie malnutrition ,3.02
681,E46,681,E46,Unspecified protein-calorie malnutrition ,8.85
682,E50,682,E50,Vitamin A deficiency ,9610
683,E51,683,E51,Thiamine deficiency ,1020
684,E52,684,E52,Niacin deficiency [pellagra] ,46.5
685,E53,685,E53,Deficiency of other B group vitamins ,2460
686,E54,686,E54,Ascorbic acid deficiency ,661
687,E55,687,E55,Vitamin D deficiency ,7300
688,E56,688,E56,Other vitamin deficiencies ,2860
689,E58,689,E58,Dietary calcium deficiency ,2940
690,E59,690,E59,Dietary selenium deficiency ,1300
691,E60,691,E60,Dietary zinc deficiency ,2270
692,E61,692,E61,Deficiency of other nutrient elements ,612
693,E63,693,E63,Other nutritional deficiencies ,2580
694,E64,694,E64,Sequelae of malnutrition and other nutritional deficiencies ,12.2
695,E65,695,E65,Localized adiposity ,24.1
696,E66,696,E66,Overweight and obesity ,5230
697,E67,697,E67,Other hyperalimentation ,35.2
698,E68,698,E68,Sequelae of hyperalimentation ,7.2
699,E70,699,E70,Disorders of aromatic amino-acid metabolism ,39.5
700,E71,700,E71,Disorders of branched-chain amino-acid metabolism and fatty-acid metabolism ,14.1
701,E72,701,E72,Other disorders of amino-acid metabolism ,932
702,E73,702,E73,Lactose intolerance ,3420
703,E74,703,E74,Other disorders of carbohydrate metabolism ,1260
704,E75,704,E75,Disorders of sphingolipid metabolism and other lipid storage disorders ,12.3
705,E76,705,E76,Disorders of glycosaminoglycan metabolism ,13.7
706,E77,706,E77,Disorders of glycoprotein metabolism ,168
707,E78,707,E78,Disorders of lipoprotein metabolism and other lipidemias ,3.18
708,E79,708,E79,Disorders of purine and pyrimidine metabolism ,23
709,E80,709,E80,Disorders of porphyrin and bilirubin metabolism ,12.7
710,E83,710,E83,Disorders of mineral metabolism ,1540
711,E84,711,E84,Cystic fibrosis ,5950
712,E85,712,E85,Amyloidosis ,1470
713,E86,713,E86,Volume depletion ,1690
714,E87,714,E87,"Other disorders of fluid, electrolyte and acid-base balance ",46.2
715,E88,715,E88,Other and unspecified metabolic disorders ,672
716,E89,716,E89,"Postprocedural endocrine and metabolic complications and disorders, not elsewhere classified ",4.77
717,F01,717,F01,Vascular dementia ,3610
718,F02,718,F02,Dementia in other diseases classified elsewhere ,35.7
719,F03,719,F03,Unspecified dementia ,1260
720,F04,720,F04,Amnestic disorder due to known physiological condition ,14.7
721,F05,721,F05,Delirium due to known physiological condition ,23.5
722,F06,722,F06,Other mental disorders due to known physiological condition ,1000
723,F07,723,F07,Personality and behavioral disorders due to known physiological condition ,124
724,F09,724,F09,Unspecified mental disorder due to known physiological condition ,19.5
725,F10,725,F10,Alcohol related disorders ,17200
726,F11,726,F11,Opioid related disorders ,1980
727,F12,727,F12,Cannabis related disorders ,2340
728,F13,728,F13,"Sedative, hypnotic, or anxiolytic related disorders ",29.8
729,F14,729,F14,Cocaine related disorders ,2980
730,F15,730,F15,Other stimulant related disorders ,1820
731,F16,731,F16,Hallucinogen related disorders ,59.4
732,F17,732,F17,Nicotine dependence ,1430
733,F18,733,F18,Inhalant related disorders ,114
734,F19,734,F19,Other psychoactive substance related disorders ,355
735,F20,735,F20,Schizophrenia ,10200
736,F21,736,F21,Schizotypal disorder ,351
737,F22,737,F22,Delusional disorders ,1170
738,F23,738,F23,Brief psychotic disorder ,651
739,F24,739,F24,Shared psychotic disorder ,278
740,F25,740,F25,Schizoaffective disorders ,1220
741,F28,741,F28,Other psychotic disorder not due to a substance or known physiological condition ,26.8
742,F29,742,F29,Unspecified psychosis not due to a substance or known physiological condition ,13.7
743,F30,743,F30,Manic episode ,2140
744,F31,744,F31,Bipolar disorder ,12000
745,F32,745,F32,"Major depressive disorder, single episode ",271
746,F33,746,F33,"Major depressive disorder, recurrent ",447
747,F34,747,F34,Persistent mood [affective] disorders ,205
748,F39,748,F39,Unspecified mood [affective] disorder ,64.4
749,F40,749,F40,Phobic anxiety disorders ,393
750,F41,750,F41,Other anxiety disorders ,18500
751,F42,751,F42,Obsessive-compulsive disorder ,2990
752,F43,752,F43,"Reaction to severe stress, and adjustment disorders ",267
753,F44,753,F44,Dissociative and conversion disorders ,184
754,F45,754,F45,Somatoform disorders ,476
755,F48,755,F48,Other nonpsychotic mental disorders ,38.1
756,F50,756,F50,Eating disorders ,21400
757,F51,757,F51,Sleep disorders not due to a substance or known physiological condition ,174
758,F52,758,F52,Sexual dysfunction not due to a substance or known physiological condition ,33.6
759,F53,759,F53,Puerperal psychosis ,42.7
760,F54,760,F54,Psychological and behavioral factors associated with disorders or diseases classified elsewhere ,9.94
761,F55,761,F55,Abuse of non-psychoactive substances ,10.5
762,F59,762,F59,Unspecified behavioral syndromes associated with physiological disturbances and physical factors ,9.11
763,F60,763,F60,Specific personality disorders ,3840
764,F63,764,F63,Impulse disorders ,2100
765,F64,765,F64,Gender identity disorders ,2250
766,F65,766,F65,Paraphilias ,323
767,F66,767,F66,Other sexual disorders ,18700
768,F68,768,F68,Other disorders of adult personality and behavior ,3430
769,F69,769,F69,Unspecified disorder of adult personality and behavior ,58.6
770,F70,770,F70,Mild intellectual disabilities ,1030
771,F71,771,F71,Moderate intellectual disabilities ,594
772,F72,772,F72,Severe intellectual disabilities ,1990
773,F73,773,F73,Profound intellectual disabilities ,309
774,F78,774,F78,Other intellectual disabilities ,5370
775,F79,775,F79,Unspecified intellectual disabilities ,37.9
776,F80,776,F80,Specific developmental disorders of speech and language ,1820
777,F81,777,F81,Specific developmental disorders of scholastic skills ,33.4
778,F82,778,F82,Specific developmental disorder of motor function ,755
779,F84,779,F84,Pervasive developmental disorders ,939
780,F88,780,F88,Other disorders of psychological development ,5750
781,F89,781,F89,Unspecified disorder of psychological development ,122
782,F90,782,F90,Attention-deficit hyperactivity disorders ,2400
783,F91,783,F91,Conduct disorders ,4820
784,F93,784,F93,Emotional disorders with onset specific to childhood ,884
785,F94,785,F94,Disorders of social functioning with onset specific to childhood and adolescence ,93.4
786,F95,786,F95,Tic disorder ,1970
787,F98,787,F98,Other behavioral and emotional disorders with onset usually occurring in childhood and adolescence ,25.2
788,F99,788,F99,"Mental disorder, not otherwise specified ",590
789,G00,789,G00,"Bacterial meningitis, not elsewhere classified ",12.9
790,G01,790,G01,Meningitis in bacterial diseases classified elsewhere ,13
791,G02,791,G02,Meningitis in other infectious and parasitic diseases classified elsewhere ,12.1
792,G03,792,G03,Meningitis due to other and unspecified causes ,21.7
793,G04,793,G04,"Encephalitis, myelitis and encephalomyelitis ",29.8
794,G05,794,G05,"Encephalitis, myelitis and encephalomyelitis in diseases classified elsewhere ",5.47
795,G06,795,G06,Intracranial and intraspinal abscess and granuloma ,4.59
796,G07,796,G07,Intracranial and intraspinal abscess and granuloma in diseases classified elsewhere ,2.17
797,G08,797,G08,Intracranial and intraspinal phlebitis and thrombophlebitis ,3.4
798,G09,798,G09,Sequelae of inflammatory diseases of central nervous system ,28.6
799,G10,799,G10,Huntington's disease ,2170
800,G11,800,G11,Hereditary ataxia ,920
801,G12,801,G12,Spinal muscular atrophy and related syndromes ,98.4
802,G13,802,G13,Systemic atrophies primarily affecting central nervous system in diseases classified elsewhere ,4.01
803,G14,803,G14,Postpolio syndrome ,100
804,G20,804,G20,Parkinson's disease ,7240
805,G21,805,G21,Secondary parkinsonism ,223
806,G23,806,G23,Other degenerative diseases of basal ganglia ,31.7
807,G24,807,G24,Dystonia ,2750
808,G25,808,G25,Other extrapyramidal and movement disorders ,84.4
809,G26,809,G26,Extrapyramidal and movement disorders in diseases classified elsewhere ,10.3
810,G30,810,G30,Alzheimer's disease ,18000
811,G31,811,G31,"Other degenerative diseases of nervous system, not elsewhere classified ",12.3
812,G32,812,G32,Other degenerative disorders of nervous system in diseases classified elsewhere ,12.5
813,G35,813,G35,Multiple sclerosis ,14100
814,G36,814,G36,Other acute disseminated demyelination ,20.1
815,G37,815,G37,Other demyelinating diseases of central nervous system ,207
816,G40,816,G40,Epilepsy and recurrent seizures ,499
817,G43,817,G43,Migraine ,9400
818,G44,818,G44,Other headache syndromes ,1910
819,G45,819,G45,Transient cerebral ischemic attacks and related syndromes ,16.7
820,G46,820,G46,Vascular syndromes of brain in cerebrovascular diseases ,50.2
821,G47,821,G47,Sleep disorders ,21400
822,G50,822,G50,Disorders of trigeminal nerve ,1210
823,G51,823,G51,Facial nerve disorders ,3460
824,G52,824,G52,Disorders of other cranial nerves ,1300
825,G53,825,G53,Cranial nerve disorders in diseases classified elsewhere ,12.2
826,G54,826,G54,Nerve root and plexus disorders ,484
827,G55,827,G55,Nerve root and plexus compressions in diseases classified elsewhere ,2.13
828,G56,828,G56,Mononeuropathies of upper limb ,20.3
829,G57,829,G57,Mononeuropathies of lower limb ,21.3
830,G58,830,G58,Other mononeuropathies ,24.9
831,G59,831,G59,Mononeuropathy in diseases classified elsewhere ,4.92
832,G60,832,G60,Hereditary and idiopathic neuropathy ,285
833,G61,833,G61,Inflammatory polyneuropathy ,618
834,G62,834,G62,Other and unspecified polyneuropathies ,3.92
835,G63,835,G63,Polyneuropathy in diseases classified elsewhere ,12.4
836,G64,836,G64,Other disorders of peripheral nervous system ,2430
837,G65,837,G65,Sequelae of inflammatory and toxic polyneuropathies ,2.88
838,G70,838,G70,Myasthenia gravis and other myoneural disorders ,6.56
839,G71,839,G71,Primary disorders of muscles ,3580
840,G72,840,G72,Other and unspecified myopathies ,8.5
841,G73,841,G73,Disorders of myoneural junction and muscle in diseases classified elsewhere ,4.05
842,G80,842,G80,Cerebral palsy ,7100
843,G81,843,G81,Hemiplegia and hemiparesis ,128
844,G82,844,G82,Paraplegia (paraparesis) and quadriplegia (quadriparesis) ,5.13
845,G83,845,G83,Other paralytic syndromes ,38.3
846,G89,846,G89,"Pain, not elsewhere classified ",670
847,G90,847,G90,Disorders of autonomic nervous system ,1570
848,G91,848,G91,Hydrocephalus ,2890
849,G92,849,G92,Toxic encephalopathy ,906
850,G93,850,G93,Other disorders of brain ,21400
851,G94,851,G94,Other disorders of brain in diseases classified elsewhere ,78
852,G95,852,G95,Other and unspecified diseases of spinal cord ,64.7
853,G96,853,G96,Other disorders of central nervous system ,3610
854,G97,854,G97,"Intraoperative and postprocedural complications and disorders of nervous system, not elsewhere classified ",2.89
855,G98,855,G98,Other disorders of nervous system not elsewhere classified ,73.6
856,G99,856,G99,Other disorders of nervous system in diseases classified elsewhere ,50.8
857,H00,857,H00,Hordeolum and chalazion ,97
858,H01,858,H01,Other inflammation of eyelid ,2250
859,H02,859,H02,Other disorders of eyelid ,2740
860,H04,860,H04,Disorders of lacrimal system ,215
861,H05,861,H05,Disorders of orbit ,771
862,H10,862,H10,Conjunctivitis ,4460
863,H11,863,H11,Other disorders of conjunctiva ,312
864,H15,864,H15,Disorders of sclera ,431
865,H16,865,H16,Keratitis ,1290
866,H17,866,H17,Corneal scars and opacities ,12.4
867,H18,867,H18,Other disorders of cornea ,1590
868,H20,868,H20,Iridocyclitis ,132
869,H21,869,H21,Other disorders of iris and ciliary body ,51.1
870,H22,870,H22,Disorders of iris and ciliary body in diseases classified elsewhere ,11.6
871,H25,871,H25,Age-related cataract ,802
872,H26,872,H26,Other cataract ,5280
873,H27,873,H27,Other disorders of lens ,2400
874,H28,874,H28,Cataract in diseases classified elsewhere ,16.6
875,H30,875,H30,Chorioretinal inflammation ,18.8
876,H31,876,H31,Other disorders of choroid ,263
877,H32,877,H32,Chorioretinal disorders in diseases classified elsewhere ,4.2
878,H33,878,H33,Retinal detachments and breaks ,18
879,H34,879,H34,Retinal vascular occlusions ,36.3
880,H35,880,H35,Other retinal disorders ,2270
881,H36,881,H36,Retinal disorders in diseases classified elsewhere ,12.3
882,H40,882,H40,Glaucoma ,7130
883,H42,883,H42,Glaucoma in diseases classified elsewhere ,13.5
884,H43,884,H43,Disorders of vitreous body ,256
